"file name","company name","topic","source_file_path","notes/keywords","country","sector","revenue","employees"
"Boozt Report Pension.txt","Boozt","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Boozt%20Report%20Pension.txt","File contain a summary of pension plans for company Boozt","Finland","industrials",430,2000
"Bravida Report Pension.txt","Bravida","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Bravida%20Report%20Pension.txt","File contain a summary of pension plans for company Bravida","Finland","industrials",430,2000
"Brinova Report Pension.txt","Brinova","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Brinova%20Report%20Pension.txt","File contain a summary of pension plans for company Brinova","Finland","industrials",430,2000
"Bufab Report Pension.txt","Bufab","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Bufab%20Report%20Pension.txt","File contain a summary of pension plans for company Bufab","Sweden","industrials",140,400
"Bulten Report Pension.txt","Bulten","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Bulten%20Report%20Pension.txt","File contain a summary of pension plans for company Bulten","Sweden","industrials",140,400
"Bure Equity Report Pension.txt","Bure Equity","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Bure%20Equity%20Report%20Pension.txt","File contain a summary of pension plans for company Bure Equity","Sweden","communication services",90,880
"Byggmax Report Pension.txt","Byggmax","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Byggmax%20Report%20Pension.txt","File contain a summary of pension plans for company Byggmax","Sweden","communication services",90,880
"C-Rad Report Pension.txt","C-Rad","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/C-Rad%20Report%20Pension.txt","File contain a summary of pension plans for company C-Rad","Sweden","communication services",90,880
"Calliditas Report Pension.txt","Calliditas","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Calliditas%20Report%20Pension.txt","File contain a summary of pension plans for company Calliditas","Denmark","technology",10,40
"Camurus Report Pension.txt","Camurus","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Camurus%20Report%20Pension.txt","File contain a summary of pension plans for company Camurus","Denmark","technology",10,40
"Cantargia Report Pension.txt","Cantargia","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Cantargia%20Report%20Pension.txt","File contain a summary of pension plans for company Cantargia","Denmark","technology",10,40
"Capman Report Pension.txt","Capman","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Capman%20Report%20Pension.txt","File contain a summary of pension plans for company Capman","Sweden","industrials",70,140
"Cargotec Report Pension.txt","Cargotec","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Cargotec%20Report%20Pension.txt","File contain a summary of pension plans for company Cargotec","Sweden","industrials",70,140
"Carlsberg Report Pension.txt","Carlsberg","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Carlsberg%20Report%20Pension.txt","File contain a summary of pension plans for company Carlsberg","Sweden","technology",220,1000
"Castellum Report Pension.txt","Castellum","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Castellum%20Report%20Pension.txt","File contain a summary of pension plans for company Castellum","Sweden","industrials",5720,18870
"Catella Report Pension.txt","Catella","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Catella%20Report%20Pension.txt","File contain a summary of pension plans for company Catella","Sweden","industrials",5720,18870
"Catena Media Report Pension.txt","Catena Media","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Catena%20Media%20Report%20Pension.txt","File contain a summary of pension plans for company Catena Media","Sweden","industrials",5720,18870
"Catena Report Pension.txt","Catena","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Catena%20Report%20Pension.txt","File contain a summary of pension plans for company Catena","Sweden","healthcare",0,30
"Caverion Report Pension.txt","Caverion","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Caverion%20Report%20Pension.txt","File contain a summary of pension plans for company Caverion","Sweden","healthcare",0,30
"Cbrain Report Pension.txt","Cbrain","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Cbrain%20Report%20Pension.txt","File contain a summary of pension plans for company Cbrain","Sweden","healthcare",0,30
"Cellavision Report Pension.txt","Cellavision","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Cellavision%20Report%20Pension.txt","File contain a summary of pension plans for company Cellavision","Finland","financial services",40,100
"Cemat Report Pension.txt","Cemat","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Cemat%20Report%20Pension.txt","File contain a summary of pension plans for company Cemat","Finland","financial services",40,100
"Cibus Nordic Real Estate Report Pension.txt","Cibus Nordic Real Estate","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Cibus%20Nordic%20Real%20Estate%20Report%20Pension.txt","File contain a summary of pension plans for company Cibus Nordic Real Estate","Finland","financial services",40,100
"Cint Group Report Pension.txt","Cint Group","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Cint%20Group%20Report%20Pension.txt","File contain a summary of pension plans for company Cint Group","Sweden","financial services",2410,1460
"Citycon Report Pension.txt","Citycon","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Citycon%20Report%20Pension.txt","File contain a summary of pension plans for company Citycon","Sweden","consumer defensive",13120,36000
"Clas Ohlson Report Pension.txt","Clas Ohlson","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Clas%20Ohlson%20Report%20Pension.txt","File contain a summary of pension plans for company Clas Ohlson","Sweden","consumer defensive",13120,36000
"Cloetta Report Pension.txt","Cloetta","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Cloetta%20Report%20Pension.txt","File contain a summary of pension plans for company Cloetta","Sweden","consumer defensive",13120,36000
"Componenta Report Pension.txt","Componenta","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Componenta%20Report%20Pension.txt","File contain a summary of pension plans for company Componenta","Finland","industrials",360,3800
"Concejo Report Pension.txt","Concejo","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Concejo%20Report%20Pension.txt","File contain a summary of pension plans for company Concejo","Finland","industrials",360,3800
"Consti Report Pension.txt","Consti","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Consti%20Report%20Pension.txt","File contain a summary of pension plans for company Consti","Finland","industrials",360,3800
"Corem Property Report Pension.txt","Corem Property","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Corem%20Property%20Report%20Pension.txt","File contain a summary of pension plans for company Corem Property","Finland","financial services",130,310
"Cph Report Pension.txt","Cph","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Cph%20Report%20Pension.txt","File contain a summary of pension plans for company Cph","Finland","financial services",130,310
"Creades Report Pension.txt","Creades","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Creades%20Report%20Pension.txt","File contain a summary of pension plans for company Creades","Sweden","consumer cyclical",2210,21250
"Ctt Systems Report Pension.txt","Ctt Systems","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Ctt%20Systems%20Report%20Pension.txt","File contain a summary of pension plans for company Ctt Systems","Sweden","consumer cyclical",2210,21250
"Danske Bank Report Pension.txt","Danske Bank","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Danske%20Bank%20Report%20Pension.txt","File contain a summary of pension plans for company Danske Bank","Sweden","consumer cyclical",2210,21250
"Dedicare Report Pension.txt","Dedicare","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Dedicare%20Report%20Pension.txt","File contain a summary of pension plans for company Dedicare","Sweden","industrials",1420,280
"Digia Report Pension.txt","Digia","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Digia%20Report%20Pension.txt","File contain a summary of pension plans for company Digia","Sweden","industrials",1420,280
"Dios Fastigheter Report Pension.txt","Dios Fastigheter","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Dios%20Fastigheter%20Report%20Pension.txt","File contain a summary of pension plans for company Dios Fastigheter","Sweden","industrials",1420,280
"Doro Report Pension.txt","Doro","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Doro%20Report%20Pension.txt","File contain a summary of pension plans for company Doro","Finland","basic materials",100,640
"Dovre Report Pension.txt","Dovre","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Dovre%20Report%20Pension.txt","File contain a summary of pension plans for company Dovre","Finland","basic materials",100,640
"Duni Report Pension.txt","Duni","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Duni%20Report%20Pension.txt","File contain a summary of pension plans for company Duni","Finland","basic materials",100,640
"Duroc Report Pension.txt","Duroc","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Duroc%20Report%20Pension.txt","File contain a summary of pension plans for company Duroc","Sweden","real estate",330,230
"Dynavox Group Report Pension.txt","Dynavox Group","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Dynavox%20Group%20Report%20Pension.txt","File contain a summary of pension plans for company Dynavox Group","Sweden","industrials",750,4040
"Eastnine Report Pension.txt","Eastnine","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Eastnine%20Report%20Pension.txt","File contain a summary of pension plans for company Eastnine","Sweden","industrials",440,2070
"Eezy Report Pension.txt","Eezy","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Eezy%20Report%20Pension.txt","File contain a summary of pension plans for company Eezy","Sweden","industrials",440,2070
"Elanders Report Pension.txt","Elanders","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Elanders%20Report%20Pension.txt","File contain a summary of pension plans for company Elanders","Denmark","real estate",10,10
"Elisa Report Pension.txt","Elisa","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Elisa%20Report%20Pension.txt","File contain a summary of pension plans for company Elisa","Denmark","real estate",10,10
"Eltel Report Pension.txt","Eltel","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Eltel%20Report%20Pension.txt","File contain a summary of pension plans for company Eltel","Denmark","real estate",10,10
"Endomines Report Pension.txt","Endomines","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Endomines%20Report%20Pension.txt","File contain a summary of pension plans for company Endomines","Sweden","real estate",30,250
"Enento Report Pension.txt","Enento","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Enento%20Report%20Pension.txt","File contain a summary of pension plans for company Enento","Sweden","real estate",30,250
"Enersense Report Pension.txt","Enersense","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Enersense%20Report%20Pension.txt","File contain a summary of pension plans for company Enersense","Sweden","real estate",200,80
"Eniro Report Pension.txt","Eniro","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Eniro%20Report%20Pension.txt","File contain a summary of pension plans for company Eniro","Sweden","real estate",200,80
"Ennogie Solar Group Report Pension.txt","Ennogie Solar Group","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Ennogie%20Solar%20Group%20Report%20Pension.txt","File contain a summary of pension plans for company Ennogie Solar Group","Sweden","real estate",200,80
"Ependion Report Pension.txt","Ependion","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Ependion%20Report%20Pension.txt","File contain a summary of pension plans for company Ependion","Sweden","technology",40,50
"Epiroc Report Pension.txt","Epiroc","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Epiroc%20Report%20Pension.txt","File contain a summary of pension plans for company Epiroc","Sweden","technology",40,50
"Episurf Report Pension.txt","Episurf","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Episurf%20Report%20Pension.txt","File contain a summary of pension plans for company Episurf","Finland","industrials",2990,5450
"Eq Report Pension.txt","Eq","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Eq%20Report%20Pension.txt","File contain a summary of pension plans for company Eq","Finland","industrials",2990,5450
"Eqt Report Pension.txt","Eqt","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Eqt%20Report%20Pension.txt","File contain a summary of pension plans for company Eqt","Denmark","consumer defensive",60,420
"Essity Report Pension.txt","Essity","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Essity%20Report%20Pension.txt","File contain a summary of pension plans for company Essity","Denmark","consumer defensive",60,420
"Etteplan Report Pension.txt","Etteplan","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Etteplan%20Report%20Pension.txt","File contain a summary of pension plans for company Etteplan","Denmark","consumer defensive",60,420
"Evolution Gaming Group Report Pension.txt","Evolution Gaming Group","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Evolution%20Gaming%20Group%20Report%20Pension.txt","File contain a summary of pension plans for company Evolution Gaming Group","Finland","consumer cyclical",1160,7000
"Ework Group Report Pension.txt","Ework Group","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Ework%20Group%20Report%20Pension.txt","File contain a summary of pension plans for company Ework Group","Finland","consumer cyclical",1160,7000
"Exel Composites Report Pension.txt","Exel Composites","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Exel%20Composites%20Report%20Pension.txt","File contain a summary of pension plans for company Exel Composites","Finland","consumer cyclical",1160,7000
"Fabege Report Pension.txt","Fabege","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Fabege%20Report%20Pension.txt","File contain a summary of pension plans for company Fabege","Denmark","industrials",2700,7740
"Fagerhult Report Pension.txt","Fagerhult","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Fagerhult%20Report%20Pension.txt","File contain a summary of pension plans for company Fagerhult","Denmark","industrials",2700,7740
"Fast-Ejendom Report Pension.txt","Fast-Ejendom","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Fast-Ejendom%20Report%20Pension.txt","File contain a summary of pension plans for company Fast-Ejendom","Denmark","basic materials",300,1650
"Fastpartner Report Pension.txt","Fastpartner","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Fastpartner%20Report%20Pension.txt","File contain a summary of pension plans for company Fastpartner","Denmark","basic materials",300,1650
"Firstfarms Report Pension.txt","Firstfarms","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Firstfarms%20Report%20Pension.txt","File contain a summary of pension plans for company Firstfarms","Sweden","industrials",170,570
"Fiskars Report Pension.txt","Fiskars","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Fiskars%20Report%20Pension.txt","File contain a summary of pension plans for company Fiskars","Sweden","industrials",170,570
"Fm Mattsson Report Pension.txt","Fm Mattsson","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Fm%20Mattsson%20Report%20Pension.txt","File contain a summary of pension plans for company Fm Mattsson","Sweden","industrials",170,570
"Formpipe Software Report Pension.txt","Formpipe Software","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Formpipe%20Software%20Report%20Pension.txt","File contain a summary of pension plans for company Formpipe Software","Sweden","technology",50,270
"Fortum Report Pension.txt","Fortum","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Fortum%20Report%20Pension.txt","File contain a summary of pension plans for company Fortum","Sweden","technology",180,820
"G5 Entertainment Report Pension.txt","G5 Entertainment","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/G5%20Entertainment%20Report%20Pension.txt","File contain a summary of pension plans for company G5 Entertainment","Sweden","technology",180,820
"Genova Property Report Pension.txt","Genova Property","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Genova%20Property%20Report%20Pension.txt","File contain a summary of pension plans for company Genova Property","Finland","utilities",5370,4500
"Glaston Report Pension.txt","Glaston","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Glaston%20Report%20Pension.txt","File contain a summary of pension plans for company Glaston","Finland","utilities",5370,4500
"Gofore Report Pension.txt","Gofore","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Gofore%20Report%20Pension.txt","File contain a summary of pension plans for company Gofore","Finland","utilities",5370,4500
"Granges Report Pension.txt","Granges","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Granges%20Report%20Pension.txt","File contain a summary of pension plans for company Granges","Denmark","financial services",70,210
"Greenmobility Report Pension.txt","Greenmobility","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Greenmobility%20Report%20Pension.txt","File contain a summary of pension plans for company Greenmobility","Denmark","financial services",70,210
"Haki Safety Report Pension.txt","Haki Safety","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Haki%20Safety%20Report%20Pension.txt","File contain a summary of pension plans for company Haki Safety","Sweden","communication services",100,850
"Handelsbanken Report Pension.txt","Handelsbanken","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Handelsbanken%20Report%20Pension.txt","File contain a summary of pension plans for company Handelsbanken","Sweden","communication services",100,850
"Hansa Biopharma Report Pension.txt","Hansa Biopharma","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Hansa%20Biopharma%20Report%20Pension.txt","File contain a summary of pension plans for company Hansa Biopharma","Sweden","communication services",100,850
"Hanza Report Pension.txt","Hanza","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Hanza%20Report%20Pension.txt","File contain a summary of pension plans for company Hanza","Denmark","consumer cyclical",120,2420
"Harvia Report Pension.txt","Harvia","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Harvia%20Report%20Pension.txt","File contain a summary of pension plans for company Harvia","Denmark","consumer cyclical",120,2420
"Heba Fast Report Pension.txt","Heba Fast","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Heba%20Fast%20Report%20Pension.txt","File contain a summary of pension plans for company Heba Fast","Sweden","industrials",100,410
"Hemnet Group Report Pension.txt","Hemnet Group","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Hemnet%20Group%20Report%20Pension.txt","File contain a summary of pension plans for company Hemnet Group","Sweden","industrials",100,410
"Hexagon Report Pension.txt","Hexagon","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Hexagon%20Report%20Pension.txt","File contain a summary of pension plans for company Hexagon","Denmark","healthcare",2880,2680
"Hexatronic Report Pension.txt","Hexatronic","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Hexatronic%20Report%20Pension.txt","File contain a summary of pension plans for company Hexatronic","Denmark","healthcare",2880,2680
"Hm Report Pension.txt","Hm","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Hm%20Report%20Pension.txt","File contain a summary of pension plans for company Hm","Sweden","real estate",50,50
"Hms-Networks Report Pension.txt","Hms-Networks","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Hms-Networks%20Report%20Pension.txt","File contain a summary of pension plans for company Hms-Networks","Sweden","real estate",50,50
"Hoist Finance Report Pension.txt","Hoist Finance","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Hoist%20Finance%20Report%20Pension.txt","File contain a summary of pension plans for company Hoist Finance","Sweden","real estate",50,50
"Holmen Report Pension.txt","Holmen","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Holmen%20Report%20Pension.txt","File contain a summary of pension plans for company Holmen","Sweden","healthcare",3120,11790
"Honka Report Pension.txt","Honka","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Honka%20Report%20Pension.txt","File contain a summary of pension plans for company Honka","Sweden","healthcare",3120,11790
"Hplush Report Pension.txt","Hplush","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Hplush%20Report%20Pension.txt","File contain a summary of pension plans for company Hplush","Finland","industrials",220,820
"Huhtamaki Report Pension.txt","Huhtamaki","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Huhtamaki%20Report%20Pension.txt","File contain a summary of pension plans for company Huhtamaki","Finland","industrials",220,820
"Humana Report Pension.txt","Humana","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Humana%20Report%20Pension.txt","File contain a summary of pension plans for company Humana","Finland","industrials",220,820
"Huscompagniet Report Pension.txt","Huscompagniet","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Huscompagniet%20Report%20Pension.txt","File contain a summary of pension plans for company Huscompagniet","Denmark","industrials",20,110
"Husqvarna Report Pension.txt","Husqvarna","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Husqvarna%20Report%20Pension.txt","File contain a summary of pension plans for company Husqvarna","Denmark","industrials",20,110
"Hvidbjerg Bank Report Pension.txt","Hvidbjerg Bank","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Hvidbjerg%20Bank%20Report%20Pension.txt","File contain a summary of pension plans for company Hvidbjerg Bank","Denmark","healthcare",2410,7350
"Iar Report Pension.txt","Iar","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Iar%20Report%20Pension.txt","File contain a summary of pension plans for company Iar","Denmark","healthcare",2410,7350
"Ib Therapeutics Report Pension.txt","Ib Therapeutics","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Ib%20Therapeutics%20Report%20Pension.txt","File contain a summary of pension plans for company Ib Therapeutics","Finland","technology",190,1470
"Image Systems Report Pension.txt","Image Systems","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Image%20Systems%20Report%20Pension.txt","File contain a summary of pension plans for company Image Systems","Finland","technology",190,1470
"Immunovia Report Pension.txt","Immunovia","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Immunovia%20Report%20Pension.txt","File contain a summary of pension plans for company Immunovia","Finland","technology",190,1470
"Industrivarden Report Pension.txt","Industrivarden","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Industrivarden%20Report%20Pension.txt","File contain a summary of pension plans for company Industrivarden","Sweden","basic materials",1960,2890
"Indutrade Report Pension.txt","Indutrade","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Indutrade%20Report%20Pension.txt","File contain a summary of pension plans for company Indutrade","Sweden","basic materials",1960,2890
"Infrea Report Pension.txt","Infrea","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Infrea%20Report%20Pension.txt","File contain a summary of pension plans for company Infrea","Sweden","basic materials",1960,2890
"Innofactor Report Pension.txt","Innofactor","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Innofactor%20Report%20Pension.txt","File contain a summary of pension plans for company Innofactor","Sweden","industrials",570,3000
"Intrum Report Pension.txt","Intrum","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Intrum%20Report%20Pension.txt","File contain a summary of pension plans for company Intrum","Sweden","industrials",570,3000
"Investorab Report Pension.txt","Investorab","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Investorab%20Report%20Pension.txt","File contain a summary of pension plans for company Investorab","Denmark","industrials",20,160
"Irlab Therapeutics Report Pension.txt","Irlab Therapeutics","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Irlab%20Therapeutics%20Report%20Pension.txt","File contain a summary of pension plans for company Irlab Therapeutics","Denmark","industrials",20,160
"Isofol Medical Report Pension.txt","Isofol Medical","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Isofol%20Medical%20Report%20Pension.txt","File contain a summary of pension plans for company Isofol Medical","Denmark","industrials",20,160
"Jm Report Pension.txt","Jm","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Jm%20Report%20Pension.txt","File contain a summary of pension plans for company Jm","Denmark","financial services",440,150
"John Mattson Report Pension.txt","John Mattson","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/John%20Mattson%20Report%20Pension.txt","File contain a summary of pension plans for company John Mattson","Denmark","financial services",440,150
"K-Fast Report Pension.txt","K-Fast","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/K-Fast%20Report%20Pension.txt","File contain a summary of pension plans for company K-Fast","Denmark","healthcare",40,260
"Kalmar Report Pension.txt","Kalmar","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Kalmar%20Report%20Pension.txt","File contain a summary of pension plans for company Kalmar","Denmark","healthcare",40,260
"Kamux Report Pension.txt","Kamux","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Kamux%20Report%20Pension.txt","File contain a summary of pension plans for company Kamux","Denmark","communication services",720,410
"Kemira Report Pension.txt","Kemira","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Kemira%20Report%20Pension.txt","File contain a summary of pension plans for company Kemira","Denmark","communication services",720,410
"Kesko Report Pension.txt","Kesko","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Kesko%20Report%20Pension.txt","File contain a summary of pension plans for company Kesko","Sweden","industrials",100,350
"Kinnevik Report Pension.txt","Kinnevik","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Kinnevik%20Report%20Pension.txt","File contain a summary of pension plans for company Kinnevik","Sweden","financial services",5430,12640
"Klarabo Report Pension.txt","Klarabo","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Klarabo%20Report%20Pension.txt","File contain a summary of pension plans for company Klarabo","Sweden","financial services",5430,12640
"Kojamo Report Pension.txt","Kojamo","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Kojamo%20Report%20Pension.txt","File contain a summary of pension plans for company Kojamo","Sweden","financial services",5430,12640
"Kone Report Pension.txt","Kone","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Kone%20Report%20Pension.txt","File contain a summary of pension plans for company Kone","Sweden","healthcare",20,140
"Konecranes Report Pension.txt","Konecranes","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Konecranes%20Report%20Pension.txt","File contain a summary of pension plans for company Konecranes","Sweden","healthcare",20,140
"Koskisen Report Pension.txt","Koskisen","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Koskisen%20Report%20Pension.txt","File contain a summary of pension plans for company Koskisen","Sweden","healthcare",20,140
"Kreate Report Pension.txt","Kreate","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Kreate%20Report%20Pension.txt","File contain a summary of pension plans for company Kreate","Sweden","technology",440,2590
"Lagercrantz Report Pension.txt","Lagercrantz","pension","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/Pension/Lagercrantz%20Report%20Pension.txt","File contain a summary of pension plans for company Lagercrantz","Sweden","technology",440,2590
